0 1 -9 2 3 4 3 14 -10 -13 -3 -8 6 12 -14 -8 0 -15 -2 -12 
1 2 -7 3 1 2 2 15 -10 -14 -3 -9 6 13 -14 -9 2 -15 -3 -14 
2 2 -9 1 8 6 3 15 -12 -15 -5 -6 7 12 -14 -6 0 -16 0 -14 
3 2 -8 1 4 9 3 13 -10 -14 0 -12 6 14 -12 -7 4 -15 8 -5 
4 2 -10 0 4 4 6 13 -10 -15 -2 -8 6 13 -15 -9 1 -15 -1 -12 
5 2 -6 7 9 8 2 15 -8 -15 -4 -7 7 11 -18 -7 1 -15 -3 -13 
6 2 -9 1 4 3 6 10 -11 -12 -4 -7 2 9 -4 -6 10 -13 -3 -11 
7 2 -10 1 13 3 5 15 -10 -14 -3 -12 6 11 -14 -7 0 -16 -2 -10 
8 2 -12 3 7 5 4 13 -4 -21 -4 -9 8 10 -14 -7 -1 -14 -4 -12 
9 2 -11 4 0 7 3 13 -10 -12 -10 -13 6 14 -16 -10 1 -15 -2 -13 
10 2 -7 2 2 5 4 15 -10 -12 -4 -7 5 14 -14 -7 3 -12 1 -10 
11 3 -8 3 2 2 1 14 -14 -10 -3 -6 5 13 -17 0 -1 -16 -4 -10 
12 3 -1 9 1 4 2 18 -10 -11 1 -10 7 13 -13 -7 -1 -13 3 -14 
13 3 -10 0 4 4 3 22 -9 -12 -2 -9 7 11 -13 -7 -1 -14 -2 -10 
14 3 -8 1 3 3 3 13 -9 -14 -2 -7 6 13 -15 -9 -4 -8 -1 -13 
15 3 -4 3 4 2 1 13 -13 -9 -5 -8 7 12 -13 -10 2 -16 1 -17 
16 3 -8 3 4 3 4 13 -10 -15 -1 -8 5 13 -15 -7 2 -16 -1 -13 
17 3 -9 3 5 7 3 12 -8 -13 0 -3 2 15 -12 -7 5 -18 -1 -13 
18 3 -9 3 -2 1 4 12 -10 -10 -3 -7 8 12 -16 -10 2 -15 1 -5 
19 3 -9 5 3 5 2 15 -10 -11 -2 -8 7 12 -13 -7 -2 -15 -2 -13 
20 3 -8 2 2 13 2 16 -9 -11 -5 -9 6 10 -12 -8 1 -11 -1 -13 
21 4 -9 2 3 4 3 14 -11 -14 -2 -8 6 13 -15 -9 -1 -16 -2 -12 
22 4 -13 3 3 3 3 13 -11 -14 -3 -8 7 13 -10 -6 1 -15 0 -14 
23 4 -9 2 4 4 2 13 -2 -14 -3 -8 5 11 -15 -9 0 -15 4 -18 
24 4 -7 2 3 4 4 13 -10 -13 -3 -8 1 4 -14 -8 0 -16 -2 -12 
25 5 9 2 11 15 -10 12 -1 10 7 -11 -7 22 -15 -7 6 -2 -12 12 
26 5 16 14 -2 -16 14 3 6 0 10 -5 7 -4 -10 9 -6 -11 13 -3 
27 5 4 0 -4 1 1 -13 -6 8 17 -11 -11 -9 13 5 6 11 3 -11 
28 5 2 -5 -1 -3 7 11 14 -9 6 -10 0 9 4 6 -2 -2 6 4 
29 5 -5 -8 5 -13 -6 19 4 11 -10 7 -13 11 3 -13 -10 11 4 7 
30 5 -15 9 13 15 -2 6 -22 -4 15 15 -8 -6 -9 2 8 -11 -5 -12 
31 5 -4 9 9 8 7 -3 6 -10 -14 -15 -3 -1 -23 -13 1 10 -2 -8 
32 5 -4 -11 11 5 -15 13 3 -8 -9 16 -14 13 -6 3 4 -6 10 4 
33 5 -9 -16 11 -7 0 14 -6 -13 -5 -14 -8 12 -10 -1 21 4 -17 -3 
34 5 -13 -14 -6 0 7 -3 -7 2 3 -8 -15 0 11 18 -4 -4 14 -12 
35 5 4 -8 -14 -3 6 -8 14 -5 -6 -7 -14 -11 0 8 10 0 3 -13 
36 5 1 2 4 5 0 5 -13 11 -4 -13 -5 3 -10 -6 17 -10 0 12 
37 5 6 3 7 6 7 14 -9 4 12 11 -10 -10 -2 -14 7 12 -12 11 
38 5 4 3 7 9 -10 -11 -3 4 -6 -5 3 6 0 -5 16 -11 -2 0 
39 5 3 -6 8 -5 -1 7 8 -12 16 14 13 -6 -12 -11 -3 -10 8 14 
40 5 -3 -6 3 -4 19 3 -5 -1 11 5 -1 -11 -8 1 6 -2 9 -4 
41 5 -14 7 -10 21 5 9 17 -18 3 2 -1 -7 -4 -3 10 8 -15 -18 
42 5 -5 4 -15 -16 0 17 10 10 14 -7 1 -15 -8 14 8 -9 7 -7 
43 5 -12 10 -14 12 -17 0 4 -6 -10 -12 -10 -2 1 -11 14 10 4 -1 
44 5 11 -3 3 -9 4 2 -2 9 -7 10 0 -8 11 12 -6 -6 4 -4 
11 1 -1 0 0 1 22897 -1 -1 
11 1 0 1 1 -1 -1 2 3 
11 1 1 1 1 -1 -1 2 5 
11 1 2 1 1 -1 -1 2 8 
11 1 3 1 1 -1 -1 2 2 
11 1 4 1 1 -1 -1 2 1 
11 1 5 1 1 -1 -1 2 7 
11 1 6 1 1 -1 -1 2 4 
11 1 7 1 1 -1 -1 2 10 
11 1 8 1 1 -1 -1 2 9 
11 1 9 1 1 -1 -1 2 6 
11 1 10 1 1 -1 -1 2 7 
11 1 11 1 1 -1 -1 2 9 
11 1 12 1 1 -1 -1 2 1 
11 1 13 1 1 -1 -1 2 5 
11 1 14 1 1 -1 -1 2 6 
11 1 15 1 1 -1 -1 2 10 
11 1 16 1 1 -1 -1 2 2 
11 1 17 1 1 -1 -1 2 3 
11 1 18 1 1 -1 -1 2 4 
11 1 19 1 1 -1 -1 2 8 
11 1 20 1 1 -1 -1 2 1 
11 1 21 1 1 -1 -1 2 6 
11 1 22 1 1 -1 -1 2 2 
11 1 23 1 1 -1 -1 2 5 
11 1 24 1 1 -1 -1 2 3 
11 1 25 1 1 -1 -1 2 8 
11 1 26 1 1 -1 -1 2 10 
11 1 27 1 1 -1 -1 2 9 
11 1 28 1 1 -1 -1 2 4 
11 1 29 1 1 -1 -1 2 7 
11 1 30 1 1 -1 -1 2 2 
11 1 31 1 1 -1 -1 2 9 
11 1 32 1 1 -1 -1 2 8 
11 1 33 1 1 -1 -1 2 4 
11 1 34 1 1 -1 -1 2 10 
11 1 35 1 1 -1 -1 2 5 
11 1 36 1 1 -1 -1 2 3 
11 1 37 1 1 -1 -1 2 1 
11 1 38 1 1 -1 -1 2 6 
11 1 39 1 1 -1 -1 2 7 
11 1 -1 0 0 1 23766 -1 -1 
11 1 40 2 2 0 4547 3 15 
11 1 40 2 3 5 4157 3 15 
11 1 41 2 2 1 3279 2 2 
11 1 41 2 3 5 1372 2 2 
11 1 42 2 2 1 3482 2 3 
11 1 42 2 3 4 2613 2 3 
11 1 43 2 2 1 2652 2 7 
11 1 43 2 3 4 1645 2 7 
11 1 44 2 2 0 4042 5 29 
11 1 44 2 3 5 765 5 29 
11 1 45 2 2 0 2658 5 27 
11 1 45 2 3 5 2541 5 27 
11 1 46 2 2 1 2773 2 4 
11 1 46 2 3 5 1200 2 4 
11 1 47 2 2 0 4084 2 1 
11 1 47 2 3 4 1453 2 1 
11 1 48 2 2 1 4784 4 21 
11 1 48 2 3 3 1304 4 21 
11 1 49 2 2 0 3617 2 2 
11 1 49 2 3 3 648 2 2 
11 1 50 2 2 0 1594 5 31 
11 1 50 2 3 5 760 5 31 
11 1 51 2 2 0 1500 5 44 
11 1 51 2 3 5 510 5 44 
11 1 52 2 2 0 2423 5 36 
11 1 52 2 3 5 941 5 36 
11 1 53 2 2 0 2304 5 28 
11 1 53 2 3 5 1233 5 28 
11 1 54 2 2 0 2361 3 16 
11 1 54 2 3 5 416 3 16 
11 1 55 2 2 1 1910 1 0 
11 1 55 2 3 4 1086 1 0 
11 1 56 2 2 1 2264 2 5 
11 1 56 2 3 5 316 2 5 
11 1 57 2 2 0 3844 5 37 
11 1 57 2 3 4 406 5 37 
11 1 58 2 2 0 3601 5 39 
11 1 58 2 3 4 454 5 39 
11 1 59 2 2 0 1884 5 26 
11 1 59 2 3 4 747 5 26 
11 1 60 2 2 0 3940 2 10 
11 1 60 2 3 3 915 2 10 
11 1 61 2 2 0 1900 5 35 
11 1 61 2 3 4 701 5 35 
11 1 62 2 2 0 1973 5 25 
11 1 62 2 3 4 539 5 25 
11 1 63 2 2 0 2723 5 43 
11 1 63 2 3 5 280 5 43 
11 1 64 2 2 0 3928 3 11 
11 1 64 2 3 4 369 3 11 
11 1 65 2 2 1 2603 2 4 
11 1 65 2 3 5 745 2 4 
11 1 66 2 2 0 4210 2 1 
11 1 66 2 3 3 648 2 1 
11 1 67 2 2 0 2043 3 14 
11 1 67 2 3 2 3075 3 14 
11 1 68 2 2 1 3921 2 9 
11 1 68 2 3 5 456 2 9 
11 1 69 2 2 0 5367 3 19 
11 1 69 2 3 3 296 3 19 
11 1 70 2 2 0 2025 5 41 
11 1 70 2 3 5 437 5 41 
11 1 71 2 2 0 3823 2 6 
11 1 71 2 3 4 361 2 6 
11 1 72 2 2 1 1833 2 5 
11 1 72 2 3 5 266 2 5 
11 1 73 2 2 1 1953 1 0 
11 1 73 2 3 4 2037 1 0 
11 1 74 2 2 0 2975 3 13 
11 1 74 2 3 4 2355 3 13 
